num_mutants_per_round,round_num,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset,label
16,1,0.21640430362304186,0.10133994523505838,0.41813857842481583,0.15908554163887,0.6058823529411764,0.30508947011505744,cov2_S,one-hot encoded
16,2,0.23862951983473707,0.12328533282421425,0.422675920869154,0.16939624612315143,0.6647058823529411,0.3174412308207464,cov2_S,one-hot encoded
16,3,0.248704430955952,0.1186071907517222,0.4363682544270967,0.15438859215834186,0.7529411764705882,0.28656981814031546,cov2_S,one-hot encoded
16,4,0.24921770367286653,0.11820644483143296,0.4363682544270967,0.15438859215834186,0.7647058823529411,0.28414464208214585,cov2_S,one-hot encoded
16,5,0.25785557686353844,0.11655952003010897,0.4424519519512529,0.15281208210296082,0.7941176470588235,0.2924790958858098,cov2_S,one-hot encoded
16,6,0.2662411844605665,0.11535453067294292,0.4520240996917745,0.14849912267125304,0.8,0.29633153705588333,cov2_S,one-hot encoded
16,7,0.2822166284741649,0.10123947971679753,0.47562705688598916,0.11957381541643587,0.9,0.15941550293472823,cov2_S,one-hot encoded
16,8,0.28257164117366573,0.1008646166868453,0.47562705688598916,0.11957381541643587,0.9235294117647058,0.12102979891773302,cov2_S,one-hot encoded
16,9,0.28583081529788656,0.09944775812857318,0.4822471187311178,0.1164810866374712,0.9294117647058823,0.0952545709920872,cov2_S,one-hot encoded
16,10,0.30121250599371496,0.09681170155492483,0.5174953497625179,0.1279794775755437,0.9294117647058823,0.09525457099208723,cov2_S,one-hot encoded
16,1,0.6287625524428454,0.08299188180732786,0.7950642796482177,0.05669710475690021,0.4470588235294118,0.2559555901502858,cas12f,one-hot encoded
16,2,0.6703272742134623,0.06560881582150138,0.8133774008187595,0.038806112265285506,0.5705882352941176,0.22192405987326919,cas12f,one-hot encoded
16,3,0.6630600417759258,0.13720181294663591,0.8219412919179906,0.061518525838190646,0.7058823529411764,0.2786798118343509,cas12f,one-hot encoded
16,4,0.7195924463492144,0.06074460969180736,0.8244093608678164,0.05784775204012882,0.7941176470588236,0.23075690776352586,cas12f,one-hot encoded
16,5,0.7073226977919426,0.1198294210426536,0.8260745912209566,0.056534550462672736,0.8823529411764705,0.18393787293425212,cas12f,one-hot encoded
16,6,0.7107521714769962,0.09489890308595898,0.8333938023963772,0.05258683744913652,0.8470588235294118,0.22731571366571668,cas12f,one-hot encoded
16,7,0.7489918170821581,0.04067158066117986,0.8330575152828373,0.057047665177325686,0.9411764705882353,0.1143323900950059,cas12f,one-hot encoded
16,8,0.7555779873688029,0.03853181563860451,0.8379796651764373,0.05151892444998139,0.9705882352941178,0.09300816647554054,cas12f,one-hot encoded
16,9,0.7547609976443673,0.039871600118821945,0.8358547763475823,0.059409615587634884,0.9705882352941175,0.07466444221435208,cas12f,one-hot encoded
16,10,0.7582124725625181,0.03691003514157569,0.837187096414261,0.057526449188917195,0.9764705882352942,0.0744065331804325,cas12f,one-hot encoded
16,1,0.01832276430756977,0.017245262222983792,0.20815555289923945,0.12761758861954448,0.11176470588235292,0.0704246470434038,zikv_E,one-hot encoded
16,2,0.012019406316808789,0.013884957941357575,0.2426584689806238,0.1367792058860551,0.12941176470588234,0.07744477512992744,zikv_E,one-hot encoded
16,3,0.00318755978344372,0.0012772577022205523,0.2588977780706099,0.1298751638975359,0.1411764705882353,0.0928012514996018,zikv_E,one-hot encoded
16,4,0.010982355267865531,0.017459653796496225,0.4066235138800325,0.21193288963971216,0.18823529411764703,0.0952545709920872,zikv_E,one-hot encoded
16,5,0.01633244309956664,0.036109840461155535,0.40364909687664713,0.21469383299224873,0.24117647058823527,0.13428151896677595,zikv_E,one-hot encoded
16,6,0.02925877378062542,0.045203644335150395,0.4668318955914497,0.22657954740597258,0.2941176470588235,0.15439231125513356,zikv_E,one-hot encoded
16,7,0.05090551302163994,0.05322150803176276,0.4668318955914497,0.22657954740597258,0.32941176470588235,0.1548895502598549,zikv_E,one-hot encoded
16,8,0.05973531899215302,0.06140708150141944,0.5103435112505343,0.24352048221426267,0.4,0.1771229771080191,zikv_E,one-hot encoded
16,9,0.07626870260143573,0.05058598748496422,0.5103435112505343,0.24352048221426267,0.3941176470588235,0.16878697424829292,zikv_E,one-hot encoded
16,10,0.0856419920583801,0.06652787210872142,0.5130342931721943,0.2414700918528608,0.45294117647058824,0.17766480455018505,zikv_E,one-hot encoded
16,1,0.9041315242390905,0.009365291274447471,0.9293240434910157,0.020489643536537438,0.6058823529411764,0.21843172457464508,kelsic,one-hot encoded
16,2,0.9062217332599927,0.010311062954726138,0.9297029702970298,0.017780847829503975,0.7058823529411764,0.2511029112718764,kelsic,one-hot encoded
16,3,0.9153893166850018,0.011243767899903579,0.9353502016868352,0.01917799632612813,0.8941176470588236,0.17712297710801903,kelsic,one-hot encoded
16,4,0.9162877398606527,0.011397485461127265,0.9367803447011367,0.019152386334924543,0.9117647058823529,0.18445968355124295,kelsic,one-hot encoded
16,5,0.9193619361936193,0.007539893836185088,0.9374770810414376,0.018605552277007407,0.976470588235294,0.0568289284164292,kelsic,one-hot encoded
16,6,0.9188729983865052,0.007834519206901466,0.9418408507517417,0.01622562703101043,0.9823529411764707,0.02841446420821467,kelsic,one-hot encoded
16,7,0.9198630973964063,0.00894020542135988,0.9418408507517417,0.01622562703101043,0.9882352941176471,0.02480217772681092,kelsic,one-hot encoded
16,8,0.9207187385405206,0.011206705697799241,0.9418408507517417,0.01622562703101043,1.0,0.0,kelsic,one-hot encoded
16,9,0.9213237990465712,0.01112885724136264,0.9487715438210488,0.02556369126732627,0.9941176470588236,0.018601633295108166,kelsic,one-hot encoded
16,10,0.9237012590392372,0.012768517582760335,0.9521452145214522,0.026048415622938696,0.9941176470588236,0.018601633295108166,kelsic,one-hot encoded
16,1,0.4476142181662789,0.15230454372255872,0.661692817267424,0.21008187209337345,0.14705882352941174,0.18858219668305237,brenan,one-hot encoded
16,2,0.490094579696111,0.13168008900137096,0.6680688212245042,0.20595666399187101,0.1941176470588235,0.24498036390800754,brenan,one-hot encoded
16,3,0.5140038382902542,0.13391880788996272,0.7103307997224336,0.21990325183267054,0.2352941176470588,0.31979424373137433,brenan,one-hot encoded
16,4,0.5275250771659278,0.11988628321050525,0.7106422994860979,0.21956917887002056,0.24117647058823527,0.3332756582168304,brenan,one-hot encoded
16,5,0.5367321695448384,0.11181556615871861,0.758300136724886,0.22054348631489853,0.2647058823529412,0.3376308893671091,brenan,one-hot encoded
16,6,0.5429286352500003,0.10625418082429111,0.7601543835540341,0.21819548312882991,0.2588235294117647,0.33183052237343025,brenan,one-hot encoded
16,7,0.5588858155286388,0.11236884124396132,0.767312008841161,0.20997255497021403,0.28823529411764703,0.3566795478923059,brenan,one-hot encoded
16,8,0.563959645529316,0.10757290380854556,0.7774344081210299,0.19871198575396662,0.2941176470588235,0.3657795707093653,brenan,one-hot encoded
16,9,0.5665816335836372,0.10497967085443444,0.7774344081210299,0.19871198575396662,0.3,0.37762282820887233,brenan,one-hot encoded
16,10,0.572261216806792,0.10267885611045985,0.7774344081210299,0.19871198575396662,0.28823529411764703,0.35451717847613384,brenan,one-hot encoded
16,1,0.8979401236031649,0.018774165639488315,0.9313922142697534,0.007986226066601366,0.2117647058823529,0.15977685323500673,stiffler,one-hot encoded
