num_mutants_per_round,round_num,first_round_strategy,measured_var,learning_strategy,regression_type,embedding_type,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset
16,10,diverse_medoids,fitness,dist,elasticnet,embeddings,0.33169532282576425,0.033283550109814576,0.6390516332883972,0.0,0.8823529411764706,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,elasticnet,embeddings_norm,0.24816734385749215,0.03201611755679771,0.6390516332883972,0.0,0.6862745098039215,0.0679235610811324,cov2_S
16,10,diverse_medoids,fitness,dist,elasticnet,embeddings_pca,0.2932627895947886,0.0,0.5180818093833419,0.0,0.7647058823529411,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,gradientboosting,embeddings,0.1534757926152747,0.0,0.6390516332883972,0.0,0.411764705882353,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,gradientboosting,embeddings_norm,0.10277045516105525,0.03223672087694415,0.6390516332883972,0.0,0.2745098039215686,0.06792356108113244,cov2_S
16,10,diverse_medoids,fitness,dist,gradientboosting,embeddings_pca,0.0668144324157612,0.0,0.3481595378330961,0.0,0.2352941176470588,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,lasso,embeddings,0.3070614445051773,0.03797533947427035,0.6390516332883972,0.0,0.8627450980392156,0.0679235610811324,cov2_S
16,10,diverse_medoids,fitness,dist,lasso,embeddings_norm,0.24816734385749215,0.03201611755679771,0.6390516332883972,0.0,0.6862745098039215,0.0679235610811324,cov2_S
16,10,diverse_medoids,fitness,dist,lasso,embeddings_pca,0.2932627895947886,0.0,0.5180818093833419,0.0,0.7058823529411765,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,linear,embeddings,0.3899865475044893,0.0,0.6390516332883972,0.0,0.9215686274509803,0.03396178054056618,cov2_S
16,10,diverse_medoids,fitness,dist,linear,embeddings_norm,0.3580060418508681,0.0,0.6390516332883972,0.0,0.9411764705882352,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,linear,embeddings_pca,0.2932627895947886,0.0,0.5180818093833419,0.0,0.7058823529411765,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,neuralnet,embeddings,0.0371827455363421,0.0,0.1587335421994889,0.0,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,neuralnet,embeddings_norm,0.021915441024847503,0.0012437012423668955,0.15828088971217383,0.007352939486927708,0.019607843137254898,0.03396178054056622,cov2_S
16,10,diverse_medoids,fitness,dist,neuralnet,embeddings_pca,0.018022168836461,0.0,0.1867180138851822,0.0,0.0588235294117647,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,randomforest,embeddings,0.2791522367370769,0.0012624081758237046,0.6390516332883972,0.0,0.9803921568627451,0.03396178054056629,cov2_S
16,10,diverse_medoids,fitness,dist,randomforest,embeddings_norm,0.25769043656132457,0.019848872338970563,0.6390516332883972,0.0,0.9019607843137254,0.03396178054056618,cov2_S
16,10,diverse_medoids,fitness,dist,randomforest,embeddings_pca,0.3899865475044893,0.0,0.6687080705113851,0.0,0.8823529411764706,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,ridge,embeddings,0.1696705527938032,0.0,0.6390516332883972,0.0,0.5294117647058824,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,ridge,embeddings_norm,0.3580060418508681,0.0,0.6390516332883972,0.0,0.9411764705882352,0.0,cov2_S
16,10,diverse_medoids,fitness,dist,ridge,embeddings_pca,0.0851716774838062,0.0,0.3045065349354559,0.0,0.2352941176470588,0.0,cov2_S
16,10,diverse_medoids,fitness,random,elasticnet,embeddings,0.13857199905636897,0.14147813511888424,0.4212558678810485,0.10378970839877687,0.4313725490196078,0.3446744280636656,cov2_S
16,10,diverse_medoids,fitness,random,elasticnet,embeddings_norm,0.301498999159644,0.19296111800807733,0.7919891989321703,0.18667010152404853,0.7058823529411765,0.26956327617387293,cov2_S
16,10,diverse_medoids,fitness,random,elasticnet,embeddings_pca,0.049846020868739405,0.030653276018484152,0.2044870325770576,0.09065868343856419,0.1176470588235294,0.11764705882352941,cov2_S
16,10,diverse_medoids,fitness,random,gradientboosting,embeddings,0.1452112365592403,0.028034250676305623,0.7009045027089522,0.28436757699657467,0.4509803921568627,0.08985442539129103,cov2_S
16,10,diverse_medoids,fitness,random,gradientboosting,embeddings_norm,0.10603002437969077,0.09411060885641326,0.7243906295649158,0.2514809531110391,0.37254901960784315,0.1358471221622649,cov2_S
16,10,diverse_medoids,fitness,random,gradientboosting,embeddings_pca,0.0998655672794766,0.05734217264803717,0.43400543761547167,0.0,0.31372549019607837,0.089854425391291,cov2_S
16,10,diverse_medoids,fitness,random,lasso,embeddings,0.16432464113718093,0.20066906281391192,0.44009023106670714,0.33597360645323515,0.35294117647058815,0.3578095606057776,cov2_S
16,10,diverse_medoids,fitness,random,lasso,embeddings_norm,0.142601029102184,0.1289307034603436,0.5997868393672534,0.25351676312804716,0.49019607843137253,0.3916663599105525,cov2_S
16,10,diverse_medoids,fitness,random,lasso,embeddings_pca,0.0707315359808855,0.032775727964453084,0.3924258174944588,0.07377885420730748,0.2941176470588235,0.05882352941176471,cov2_S
16,10,diverse_medoids,fitness,random,linear,embeddings,0.37361686825329815,0.1413470514913103,0.5462222929904691,0.21835026973501645,0.823529411764706,0.10188534162169861,cov2_S
16,10,diverse_medoids,fitness,random,linear,embeddings_norm,0.5512126990042822,0.04268624976268288,0.8651407107920471,0.11679157039039982,0.9019607843137255,0.089854425391291,cov2_S
16,10,diverse_medoids,fitness,random,linear,embeddings_pca,0.14491583121093052,0.08934063496071735,0.479247794269698,0.1823490400156566,0.3333333333333333,0.27169424432452977,cov2_S
16,10,diverse_medoids,fitness,random,neuralnet,embeddings,0.031646480671034,0.0,0.129590830650327,0.0,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,random,neuralnet,embeddings_norm,0.025335973109671367,0.01046532223875076,0.0806309826502191,0.012197468249004128,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,random,neuralnet,embeddings_pca,0.014357195078652,0.006546893313038994,0.15814615244231292,0.1316466171728688,0.1372549019607843,0.1890911913920187,cov2_S
16,10,diverse_medoids,fitness,random,randomforest,embeddings,0.2806848121679728,0.105062338785856,0.6133046465378363,0.19853600322965326,0.823529411764706,0.17647058823529405,cov2_S
16,10,diverse_medoids,fitness,random,randomforest,embeddings_norm,0.2859528070497018,0.02365506465594204,0.5915263415703673,0.2408294506753936,0.9215686274509803,0.03396178054056618,cov2_S
16,10,diverse_medoids,fitness,random,randomforest,embeddings_pca,0.3737421180009628,0.021695166077918784,0.9325703553960235,0.11679157039039982,0.8431372549019608,0.0898544253912909,cov2_S
16,10,diverse_medoids,fitness,random,ridge,embeddings,0.18383253249810508,0.1708856136029523,0.6100951614495318,0.16154453093423282,0.4313725490196078,0.34467442806366566,cov2_S
16,10,diverse_medoids,fitness,random,ridge,embeddings_norm,0.43444807476599,0.08517759108037402,0.6112915616515848,0.1614440266895051,0.8235294117647057,0.10188534162169861,cov2_S
16,10,diverse_medoids,fitness,random,ridge,embeddings_pca,0.16991206849041404,0.15685595390358292,0.6440698338876656,0.02255183866984744,0.37254901960784315,0.3446744280636656,cov2_S
16,10,diverse_medoids,fitness,top10,elasticnet,embeddings,0.4075481262979656,0.09809735940057505,0.6787212062555613,0.2782355970799049,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,elasticnet,embeddings_norm,0.653201398793417,0.02450811276987968,0.8216684526385931,0.041495410548867025,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,elasticnet,embeddings_pca,0.0157934158383079,0.0,0.0404316874570628,0.0,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,gradientboosting,embeddings,0.015007554650737298,0.0,0.0234721655809681,0.0,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,gradientboosting,embeddings_norm,0.014843639964969799,0.0,0.0669330658650523,0.0,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,gradientboosting,embeddings_pca,0.015007554650737298,0.0,0.0234721655809681,0.0,0.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,lasso,embeddings,0.4075481262979656,0.09809735940057505,0.6787212062555613,0.2782355970799049,0.9411764705882352,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,lasso,embeddings_norm,0.6390516332883972,0.0,0.7977110661880706,0.0,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,lasso,embeddings_pca,0.2932627895947886,0.0,0.5180818093833419,0.0,0.823529411764706,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,linear,embeddings,0.5913256647071811,0.041331901211551135,0.7977110661880706,0.0,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,linear,embeddings_norm,0.6151886489977891,0.041331901211551135,0.7977110661880706,0.0,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,linear,embeddings_pca,0.3899865475044893,0.0,0.8695832255396377,0.0,0.7647058823529411,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,neuralnet,embeddings,0.07211664545233663,0.010378116382927863,0.6244497978632144,0.0,0.2352941176470588,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,neuralnet,embeddings_norm,0.023238661277754133,0.011188027019580198,0.3127120173681752,0.04670899286490752,0.1372549019607843,0.03396178054056622,cov2_S
16,10,diverse_medoids,fitness,top10,neuralnet,embeddings_pca,0.0170958213610778,0.0,0.1633681705111457,0.0,0.0588235294117647,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,randomforest,embeddings,0.4150765912361221,0.03629350421974755,0.9130554836930919,0.07529615984153282,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,randomforest,embeddings_norm,0.567462680416573,0.0,0.7977110661880706,0.0,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,randomforest,embeddings_pca,0.4559765876411009,0.0,0.8695832255396377,0.0,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,ridge,embeddings,0.3193778843221972,0.06690593144243225,0.7250657022488346,0.2503116929236897,0.9607843137254902,0.06792356108113247,cov2_S
16,10,diverse_medoids,fitness,top10,ridge,embeddings_norm,0.6151886489977891,0.041331901211551135,0.7977110661880706,0.0,1.0,0.0,cov2_S
16,10,diverse_medoids,fitness,top10,ridge,embeddings_pca,0.1091508444994813,0.0,0.1704349422206145,0.0,0.1176470588235294,0.0,cov2_S
16,10,diverse_medoids,fitness,top5bottom5,elasticnet,embeddings,0.2569158467694155,0.15511797469950084,0.7496331985754763,0.21682401029789153,0.6862745098039215,0.27169424432452977,cov2_S
16,10,diverse_medoids,fitness,top5bottom5,elasticnet,embeddings_norm,0.567462680416573,0.0,0.7977110661880706,0.0,0.8431372549019608,0.033961780540566214,cov2_S
16,10,diverse_medoids,fitness,top5bottom5,elasticnet,embeddings_pca,0.34446111902647375,0.0,0.5180818093833419,0.0,0.823529411764706,0.0,cov2_S
16,10,diverse_medoids,fitness,top5bottom5,gradientboosting,embeddings,0.015287252586953,0.0,0.2806099401373549,0.0,0.0588235294117647,0.0,cov2_S
16,10,diverse_medoids,fitness,top5bottom5,gradientboosting,embeddings_norm,0.015287252586953,0.0,0.1845869876218961,0.0,0.0588235294117647,0.0,cov2_S
16,10,diverse_medoids,fitness,top5bottom5,gradientboosting,embeddings_pca,0.015287252586953,0.0,0.2806099401373549,0.0,0.0588235294117647,0.0,cov2_S
