,num_mutants_per_round,round_num,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset
0,16,1,0.33045647570132314,0.03110307037646238,0.5626255504247645,0.13943013882122962,0.2588235294117647,0.14725477141583204,jones
1,16,2,0.3812508956819946,0.048024934696281225,0.5796231008273535,0.13272605960793177,0.36470588235294116,0.21263437979177977,jones
2,16,3,0.4099199315952742,0.04395906940541132,0.6501105665860589,0.1500675567400753,0.4764705882352941,0.227738155423288,jones
3,16,4,0.43612556099462363,0.040558691162470746,0.6684171651827555,0.13252036866453984,0.6588235294117647,0.23982564472816714,jones
4,16,5,0.45534656027703646,0.03879999431404411,0.7171680872821643,0.1418941445885205,0.7470588235294118,0.22364977839386463,jones
5,16,6,0.46635027064481716,0.03886476814862017,0.7393081341428955,0.1377293324511899,0.7823529411764707,0.19420675316728442,jones
6,16,7,0.48249711494638203,0.027876570786219138,0.7683769516428972,0.14429055620780026,0.8941176470588236,0.14084929408680763,jones
7,16,8,0.49116952939520653,0.02335058117688907,0.7693761430703728,0.14526148007176531,0.9764705882352942,0.04960435545362165,jones
8,16,9,0.507900440560873,0.0320459698012606,0.7693761430703728,0.14526148007176531,0.9882352941176471,0.02480217772681087,jones
9,16,10,0.5110254002511685,0.03615760967061264,0.7954148955015345,0.15475778224248568,0.9823529411764704,0.028414464208214644,jones
0,16,1,0.08195711201992609,0.01881746204995017,0.30194137666584864,0.12183999863470446,0.08823529411764705,0.09300816647554057,haddox
1,16,2,0.1064872416831421,0.027001444680480362,0.34581452528480566,0.12957373308671202,0.1176470588235294,0.09196893646712608,haddox
2,16,3,0.13911452060711085,0.023728152871248038,0.39108491378862814,0.12226377485959819,0.17058823529411762,0.08524339262464375,haddox
3,16,4,0.15646132995505657,0.022752272701603397,0.39108491378862814,0.12226377485959819,0.1941176470588235,0.11109188607227681,haddox
4,16,5,0.1701033563273018,0.011941637324752138,0.3926191446796547,0.12031972701845055,0.24117647058823527,0.12229385199617784,haddox
5,16,6,0.18052465170677726,0.01632489655663699,0.3926191446796547,0.12031972701845055,0.28823529411764703,0.13989065868028994,haddox
6,16,7,0.20117616875225228,0.031385076784356016,0.40153435097985124,0.11472621039202786,0.36470588235294116,0.19568588156666117,haddox
7,16,8,0.2053886154815602,0.03310969996216087,0.40153435097985124,0.11472621039202786,0.41764705882352937,0.2226159526193721,haddox
8,16,9,0.21625973111851474,0.04667563579388686,0.42657864030462544,0.10781554242814895,0.48235294117647054,0.2553540485662699,haddox
9,16,10,0.22574766709241856,0.040060986414206017,0.4702401163441047,0.20966918015052127,0.5470588235294118,0.2674872035730974,haddox
0,16,1,0.11287603227302483,0.03681178234855581,0.35362259259063855,0.16129837598827404,0.16470588235294117,0.15637178068530888,doud
1,16,2,0.14540766976580421,0.052594163062711564,0.3692200997559903,0.14270643402833502,0.24705882352941172,0.16121415522427035,doud
2,16,3,0.17762672242931027,0.05662747372398345,0.3879190472782314,0.1350051843978837,0.32352941176470584,0.21701905510959463,doud
3,16,4,0.18727018639321283,0.05438345793881228,0.3969643177280153,0.13238855830754923,0.3705882352941176,0.24809927196684914,doud
4,16,5,0.19998514818911928,0.05234959534342256,0.4280366553045004,0.12677991445245598,0.46470588235294114,0.2833994766407413,doud
5,16,6,0.2296778799497865,0.061185844675744595,0.5085177424889107,0.14311260780095306,0.6176470588235293,0.2898381470410683,doud
6,16,7,0.25236031807163767,0.06545338026468861,0.5266805515835147,0.14082411361860223,0.7529411764705882,0.2627743618470738,doud
7,16,8,0.2658685975082603,0.06799006503882775,0.5266805515835147,0.14082411361860223,0.8058823529411765,0.24340592366561134,doud
8,16,9,0.29120684202620506,0.07243968671048538,0.5583515405717729,0.13830182653476672,0.8705882352941176,0.20339298007670495,doud
9,16,10,0.2941817831788907,0.07052649802901709,0.6003429454346261,0.1928155024409072,0.9176470588235294,0.1925166699393502,doud
0,16,1,0.029077415344367058,0.024824669006034878,0.27091660787434824,0.1784111320497396,0.14705882352941174,0.1216634671175574,lee
1,16,2,0.04708278379152255,0.033999602780775705,0.30470998068390803,0.17141250638811464,0.24117647058823527,0.15301657266766017,lee
2,16,3,0.05976684644067567,0.045625535519194654,0.39684083814652255,0.15990122762656905,0.34705882352941175,0.15550886320704593,lee
3,16,4,0.09502737087474178,0.05393900848504654,0.524340766273965,0.26132365955757597,0.4352941176470588,0.1446203052124375,lee
4,16,5,0.09738563233624668,0.05704341600141456,0.524340766273965,0.26132365955757597,0.4882352941176471,0.1415300582950478,lee
5,16,6,0.12223246595936307,0.0440022790140885,0.5895345353097265,0.21875531913896115,0.5941176470588235,0.20273030628333857,lee
6,16,7,0.14407747570531035,0.043659404057523395,0.5988544403513107,0.21602905984849077,0.6882352941176471,0.17104963519658345,lee
7,16,8,0.1499033682645527,0.04212753249111986,0.5988544403513107,0.21602905984849077,0.7529411764705882,0.174938886456435,lee
8,16,9,0.15883491295029212,0.04177824978803102,0.5988544403513107,0.21602905984849077,0.8235294117647058,0.15439231125513356,lee
9,16,10,0.1620554768283678,0.039207742892077325,0.6055169221553554,0.20379592266576974,0.8705882352941176,0.10301118067893093,lee
