,num_mutants_per_round,round_num,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset
0,16,1,0.08004872226541396,0.0479060115368251,0.4365524897559728,0.1674850887687498,0.2588235294117647,0.10074692218560884,cov2_S
1,16,2,0.1672623830636608,0.05715902108608717,0.5207845153635872,0.1903357915673363,0.5117647058823529,0.17981578851937846,cov2_S
2,16,3,0.2571112498668012,0.12431912822827494,0.5553761743793513,0.16238967061570836,0.6941176470588235,0.2879083112623945,cov2_S
3,16,4,0.2978058771148943,0.11921887646572352,0.6304523928413277,0.14580343922238492,0.8,0.2467785525106239,cov2_S
4,16,5,0.3350404089601887,0.11455996503439919,0.6654502669530438,0.15769823814576545,0.9,0.16416812305046652,cov2_S
5,16,6,0.37045960395891064,0.11670176740476906,0.7238464378191211,0.1798151204100793,0.9235294117647058,0.15200821524168087,cov2_S
6,16,7,0.405251165855787,0.11537956567442048,0.7869463099692217,0.20045614630700037,0.9470588235294117,0.11910856900774468,cov2_S
7,16,8,0.4516092998337021,0.08586156211085842,0.881736225047,0.16182581543856778,1.0,0.0,cov2_S
8,16,9,0.4878920084982369,0.07459832765153127,0.9192912452606784,0.13718380626081972,1.0,0.0,cov2_S
9,16,10,0.5333926537811523,0.07743154314622025,0.9538291296051022,0.10824118382098274,1.0,0.0,cov2_S
0,16,1,0.6546538452239525,0.039489148061290925,0.8098188093224625,0.04567975025976885,0.45294117647058824,0.17981578851937843,cas12f
1,16,2,0.6768148605918878,0.03240597874561403,0.8220863191288226,0.0482735237045197,0.5823529411764705,0.17636162213152046,cas12f
2,16,3,0.7036114989781214,0.029255633147976075,0.8405739986018095,0.043848762436821995,0.788235294117647,0.13065357842319747,cas12f
3,16,4,0.7312637055476305,0.035012765224451486,0.8523435745664969,0.04544304254403688,0.9352941176470587,0.07568729045340701,cas12f
4,16,5,0.7504783251846787,0.033102740226530585,0.8573867664993624,0.04076310352875535,0.9588235294117646,0.04842780013815089,cas12f
5,16,6,0.7617357472934935,0.03201816369160787,0.8661753285676355,0.04104910209437555,0.9823529411764704,0.028414464208214654,cas12f
6,16,7,0.7727786298740307,0.032272546014768096,0.8661753285676355,0.04104910209437555,1.0,0.0,cas12f
7,16,8,0.7798579897038593,0.029585976476250834,0.8687957071669933,0.040013237044689516,0.9941176470588236,0.018601633295108153,cas12f
8,16,9,0.7845741992082047,0.02923705004446548,0.8687957071669933,0.040013237044689516,1.0,0.0,cas12f
9,16,10,0.7924113295448155,0.0244433684896557,0.8822171654123157,0.041528063438276024,1.0,0.0,cas12f
0,16,1,0.02567282071448366,0.023466342675503352,0.2826399903435333,0.13431723344490723,0.09411764705882351,0.07440653318043246,zikv_E
1,16,2,0.029767778997984128,0.029069360073539077,0.29857877634979024,0.11753862621130591,0.1411764705882353,0.07940571267182975,zikv_E
2,16,3,0.05390883756615058,0.037475573111811086,0.31060837669632074,0.11939885647432609,0.22941176470588234,0.10540925533894596,zikv_E
3,16,4,0.07127788362520313,0.04145537106194392,0.413280478532537,0.19296378415242513,0.28823529411764703,0.14790605620114597,zikv_E
4,16,5,0.10286202797419146,0.03264557989403127,0.46139588386306735,0.18653171708693408,0.3764705882352941,0.15238713119784666,zikv_E
5,16,6,0.10017807359341872,0.045513424782638416,0.4959636758621988,0.15116741044920784,0.4470588235294117,0.15735217762932455,zikv_E
6,16,7,0.1149276821701456,0.02708818439492739,0.499742520607502,0.15164144868090798,0.4705882352941176,0.1901050924476992,zikv_E
7,16,8,0.12345735917198719,0.030596376633416432,0.6018689398772252,0.12379928520034139,0.5352941176470588,0.17194636288936277,zikv_E
8,16,9,0.14100872932384984,0.026278960188116207,0.6018689398772252,0.12379928520034139,0.6,0.16358159697736635,zikv_E
9,16,10,0.14714703817392544,0.02335860191824906,0.6018689398772252,0.12379928520034139,0.6764705882352942,0.1669547682933961,zikv_E
0,16,1,0.8924214643197651,0.014002790380398323,0.929079574624129,0.02204628119208715,0.5058823529411764,0.1801362208291114,kelsic
1,16,2,0.9078352279427943,0.01027508790145378,0.9330521941327466,0.02054355441309233,0.7470588235294118,0.18611964666798878,kelsic
2,16,3,0.9164283094976163,0.009692651227802648,0.935399095489549,0.019309689686069328,0.9411764705882353,0.13584712216226488,kelsic
3,16,4,0.9202175773377338,0.011888140390448406,0.9437660432709938,0.016361629616581094,0.976470588235294,0.056828928416429184,kelsic
4,16,5,0.9255408874954162,0.010827855115882612,0.9463513017968463,0.01782011182539232,0.9941176470588236,0.018601633295108156,kelsic
5,16,6,0.9283339445544554,0.01003874854363831,0.9516685001833517,0.018412256957216048,1.0,0.0,kelsic
6,16,7,0.9285050727539419,0.010459393268250083,0.9520352035203521,0.01780415090504857,1.0,0.0,kelsic
7,16,8,0.9309803202786945,0.011434132391982887,0.9537220388705536,0.01834559455745505,1.0,0.0,kelsic
8,16,9,0.9316281628162816,0.011003289925883147,0.9560322698936561,0.019073626778647775,1.0,0.0,kelsic
9,16,10,0.9341278572790612,0.01226810752569447,0.9577191052438577,0.017081405495256868,1.0,0.0,kelsic
0,16,1,0.40592564475675247,0.12128444991446273,0.6321656102162501,0.17656750552509726,0.08235294117647059,0.15735217762932452,brenan
1,16,2,0.5073351856632546,0.11483718214219893,0.7101743672421803,0.18180783454115831,0.1764705882352941,0.22009749333964362,brenan
2,16,3,0.5483522427683719,0.11609404719957701,0.7119983065939428,0.18079845087429788,0.2647058823529412,0.29116161578269606,brenan
3,16,4,0.5733604271744978,0.11656500601760314,0.7128932212402093,0.17973338871961492,0.34705882352941175,0.37249741644676615,brenan
4,16,5,0.594509864421427,0.10300007285931782,0.7875665165045613,0.17277855896158023,0.44117647058823534,0.4077771439820671,brenan
5,16,6,0.617060633202708,0.09557908941413865,0.8246781707090729,0.15565281627590472,0.4882352941176471,0.3922058792895986,brenan
6,16,7,0.6357791626937666,0.0888693157843757,0.84250913701192,0.14469179212183134,0.5764705882352941,0.3789948055952806,brenan
7,16,8,0.6571227882821058,0.09144494927048709,0.8444104514700367,0.1406959742111603,0.6823529411764706,0.4020325139251546,brenan
8,16,9,0.6640394265396758,0.0867217990637114,0.8861036109812763,0.11386320312482844,0.6941176470588235,0.36345981523869825,brenan
9,16,10,0.6752637221547013,0.08214093174713816,0.906299697265138,0.1139686561759044,0.7588235294117647,0.3630893967531992,brenan
0,16,1,0.8988950357235794,0.017165989129642973,0.9291384485188452,0.007448795142885898,0.19999999999999998,0.10074692218560885,stiffler
1,16,2,0.9085585581149287,0.003621004740127327,0.9299259970060986,0.00662936103989991,0.2647058823529412,0.09705387192756533,stiffler
2,16,3,0.9124395792252249,0.004498488698698058,0.92986018983145,0.0034941096962601186,0.38823529411764707,0.14462030521243743,stiffler
3,16,4,0.9163322530367777,0.0041274941482206985,0.9313331500202242,0.006139886957709694,0.5411764705882354,0.11365785683285838,stiffler
4,16,5,0.91882010290095,0.0035594306041897487,0.9323859898707134,0.005803035747627485,0.6411764705882353,0.13428151896677593,stiffler
5,16,6,0.9193558491198479,0.0032459311092465455,0.9343445894336622,0.004824819563567237,0.6764705882352942,0.13933990591717543,stiffler
6,16,7,0.9218131370272765,0.003029472526739631,0.9388950385827666,0.016936080478828983,0.7705882352941176,0.16510223086290887,stiffler
7,16,8,0.9224155283432645,0.0022426636341139963,0.9401403958408897,0.017040949370962764,0.7823529411764706,0.10017286097603764,stiffler
8,16,9,0.9230828684433856,0.0020408974295313916,0.9397179031089239,0.016548609795655814,0.8647058823529411,0.12102979891773302,stiffler
9,16,10,0.9244113041490385,0.0022684362655145266,0.9419328540489017,0.01614326604321521,0.8941176470588236,0.0911290199107627,stiffler
0,16,1,0.3037459974829191,0.036075971311316075,0.5207357272646652,0.13814136196130888,0.05294117647058823,0.051505590339465473,markin
1,16,2,0.3433702090082814,0.03304263134089892,0.5396043994195996,0.14181522386224132,0.07058823529411765,0.07231015260621872,markin
2,16,3,0.3697863500251896,0.020283213104163353,0.5528124699280538,0.13224532899478286,0.09999999999999999,0.08341979367130449,markin
3,16,4,0.38676815496463063,0.018337053275838282,0.6433820962717391,0.20906511453638374,0.15294117647058822,0.10074692218560885,markin
4,16,5,0.4037499599040716,0.020283213104163412,0.6867800422280883,0.23334173133190644,0.2117647058823529,0.12462940064369178,markin
5,16,6,0.40752369433505853,0.01822886912649931,0.7094224488140096,0.25286836750514197,0.22352941176470584,0.1294711687781896,markin
6,16,7,0.42073176484351266,0.015534060827854817,0.7150830504604899,0.24705234096329456,0.2941176470588235,0.11433239009500586,markin
7,16,8,0.43016610092097984,0.011933596086518082,0.7169699176759834,0.2452120894050258,0.3529411764705882,0.10739657990297374,markin
8,16,9,0.44337417142943397,0.018337053275838275,0.7245173865379572,0.2398623127644032,0.4117647058823529,0.11091871077436043,markin
9,16,10,0.4528085075069012,0.02178766589580439,0.7339517226154244,0.23219458089635941,0.4294117647058823,0.11450040251495242,markin
0,16,1,0.723983265271928,0.018980705515350176,0.8418577848753583,0.041111911344945185,0.28823529411764703,0.08964023098558792,giacomelli
1,16,2,0.7526745455430147,0.02238722400103401,0.8532963219364799,0.040176466474347965,0.4352941176470588,0.17361524408767576,giacomelli
2,16,3,0.7747236548684764,0.02161409380893305,0.8602785288514919,0.039675299283044745,0.6411764705882353,0.24716773198677522,giacomelli
3,16,4,0.7914210277737481,0.01235652151616928,0.8684084366831604,0.03746071995473785,0.8411764705882353,0.15451677101839642,giacomelli
4,16,5,0.8013779045996581,0.013057724398631211,0.8797788173360066,0.0271541682718288,0.9294117647058823,0.1066782000685133,giacomelli
5,16,6,0.8114863540490285,0.01321109005261543,0.8819792332878695,0.025003589667060698,0.9882352941176471,0.024802177726810884,giacomelli
6,16,7,0.8183053446430005,0.01538768978402464,0.8819792332878695,0.025003589667060698,0.9941176470588236,0.018601633295108173,giacomelli
7,16,8,0.8236395484100212,0.013102655583693008,0.8878236310894948,0.018534522253249478,1.0,0.0,giacomelli
8,16,9,0.8260612896291789,0.011670809355875382,0.8878236310894948,0.018534522253249478,1.0,0.0,giacomelli
9,16,10,0.8282577403434308,0.01311960984530144,0.8933281343763525,0.016483344922301947,1.0,0.0,giacomelli
