num_mutants_per_round,round_num,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset,label
16,1,0.04294860738923646,0.044134098658633915,0.4039241131432564,0.20585636189069673,0.22352941176470584,0.13527990831890463,cov2_S,prot t5
16,2,0.17204079405146852,0.10488938552402229,0.5550241656238589,0.25377521342244347,0.5,0.23894230601870473,cov2_S,prot t5
16,3,0.24093081375889133,0.09565418390285427,0.6148431704696586,0.21179272888417608,0.6647058823529411,0.26892069295676374,cov2_S,prot t5
16,4,0.3027672060194758,0.12028348739342398,0.7564511396473985,0.21877640097811,0.7588235294117647,0.24560731404112532,cov2_S,prot t5
16,5,0.33249144303548966,0.12104380585216774,0.8242668201848126,0.16531004137896418,0.8647058823529411,0.21308592920622987,cov2_S,prot t5
16,6,0.3649428890397899,0.13271207767213045,0.8242668201848126,0.16531004137896418,0.9,0.2130859292062299,cov2_S,prot t5
16,7,0.40028367400396164,0.1171711875402114,0.8563810079171137,0.1638995850622105,0.9647058823529411,0.06323339410430234,cov2_S,prot t5
16,8,0.44686468539879076,0.09921665207356241,0.86942268536315,0.17013684971639417,0.9941176470588236,0.018601633295108153,cov2_S,prot t5
16,9,0.4697943917089974,0.09055728773711826,0.9416123587054706,0.12309195579707671,1.0,0.0,cov2_S,prot t5
16,10,0.49774261830037236,0.09273579660037323,0.9416123587054706,0.12309195579707671,1.0,0.0,cov2_S,prot t5
16,1,0.6500880528668496,0.04053876164805557,0.8204606602081453,0.04356858429981267,0.48235294117647054,0.18970018231290703,cas12f,prot t5
16,2,0.6811287673503031,0.029819366497317253,0.8559571709710416,0.032077938355905194,0.6352941176470588,0.1538934656497928,cas12f,prot t5
16,3,0.7153026949994434,0.0258106404646808,0.8586480839630777,0.029066362911446226,0.8352941176470587,0.09112901991076273,cas12f,prot t5
16,4,0.7372576318966516,0.02724626300880846,0.8655860125669597,0.024965066991646252,0.9529411764705882,0.07744477512992747,cas12f,prot t5
16,5,0.7516656526797337,0.027478503249013752,0.865998673572269,0.024524700542361742,0.9705882352941175,0.04159451654038518,cas12f,prot t5
16,6,0.7665444149568889,0.02733829533504258,0.878893932077762,0.028092620922601067,1.0,0.0,cas12f,prot t5
16,7,0.7818304324172967,0.02866709656182864,0.8844890712359275,0.031242030675624442,1.0,0.0,cas12f,prot t5
16,8,0.7858143605340656,0.03199250286600595,0.8869635153021269,0.03479480655924172,1.0,0.0,cas12f,prot t5
16,9,0.7893862001150865,0.031119912848057634,0.8882554188252849,0.036204821042838925,1.0,0.0,cas12f,prot t5
16,10,0.7894723367439754,0.029297712703110032,0.8887663563371845,0.037054286176360474,1.0,0.0,cas12f,prot t5
16,1,0.02410042962938344,0.015468471645974641,0.23818752119983388,0.09814982682253325,0.09999999999999999,0.06820598874872974,zikv_E,prot t5
16,2,0.02801598965139281,0.02969482080256781,0.23818752119983388,0.09814982682253325,0.13529411764705881,0.08790788929984272,zikv_E,prot t5
16,3,0.05686682266232135,0.02932132893764336,0.3178572986923455,0.11332078967896159,0.2352941176470588,0.07843137254901959,zikv_E,prot t5
16,4,0.09013407932809414,0.02515072089890774,0.3600406143428355,0.12738504027523112,0.32352941176470584,0.11517000122030127,zikv_E,prot t5
16,5,0.09513516931635656,0.039994145188675834,0.3609840085059264,0.1263074627732196,0.39999999999999997,0.13809268126791382,zikv_E,prot t5
16,6,0.11399936264293846,0.02098137344355225,0.3733848533087906,0.1183845503240434,0.4470588235294117,0.15735217762932455,zikv_E,prot t5
16,7,0.1393994722864716,0.03685072109610003,0.38852250100798214,0.11508827954683873,0.5411764705882354,0.18141229029365297,zikv_E,prot t5
16,8,0.14677954068342547,0.035642996064793,0.40966457261167,0.10637918790431589,0.6352941176470588,0.21799124877940856,zikv_E,prot t5
16,9,0.1548221182622809,0.035725956830115056,0.4190908915516702,0.09242704872436287,0.7294117647058823,0.2498750168168469,zikv_E,prot t5
16,10,0.17438122422115637,0.04470367848304932,0.4755353783560924,0.08653159365890796,0.788235294117647,0.1925166699393502,zikv_E,prot t5
16,1,0.893173206160616,0.011737988375767255,0.9309253147781444,0.019594333727016373,0.46470588235294114,0.15301657266766017,kelsic,prot t5
16,2,0.9043882165749906,0.010441895386481232,0.9359247036303631,0.02088397747952051,0.6352941176470588,0.1408492940868076,kelsic,prot t5
16,3,0.9121134335900256,0.008275912931974312,0.9397200831683168,0.019276519080100366,0.8176470588235294,0.12229385199617783,kelsic,prot t5
16,4,0.9181823737440411,0.008073852691863267,0.950507272973964,0.016331043387281897,0.9235294117647058,0.07362738570791603,kelsic,prot t5
16,5,0.9213421342867619,0.006245330991507493,0.9555555555555555,0.021401013961231268,0.9705882352941175,0.057166195047502984,kelsic,prot t5
16,6,0.9231267572423908,0.006414546271868918,0.9589047793912725,0.019145884135316274,0.9941176470588236,0.01860163329510816,kelsic,prot t5
16,7,0.9248747097176384,0.006475465197811708,0.96002933626696,0.016941711807855912,0.9941176470588236,0.01860163329510816,kelsic,prot t5
16,8,0.9302774721672167,0.009944606702208692,0.9667400073340666,0.019795225970268834,1.0,0.0,kelsic,prot t5
