num_mutants_per_round,round_num,first_round_strategy,measured_var,learning_strategy,regression_type,embedding_type,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset
16,5,diverse_medoids,fitness,dist,elasticnet,embeddings,0.1484554807576043,0.0,0.3045065349354559,0.0,0.35294117647058815,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,elasticnet,embeddings_norm,0.07060508299113981,0.04848419049438401,0.32280344707149156,0.21188111134726534,0.1372549019607843,0.13584712216226486,cov2_S
16,5,diverse_medoids,fitness,dist,elasticnet,embeddings_pca,0.11850584361909781,0.0,0.3072413592006766,0.0,0.2352941176470588,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,gradientboosting,embeddings,0.043730263754343406,0.0019356381320231996,0.2013606246308286,0.0,0.1176470588235294,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,gradientboosting,embeddings_norm,0.0426127225577661,0.0,0.20076942847624343,0.0005119908884904501,0.0588235294117647,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,gradientboosting,embeddings_pca,0.0563356678294658,0.0,0.2013606246308286,0.0,0.1176470588235294,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,lasso,embeddings,0.1478985684609278,0.0,0.3045065349354559,0.0,0.2941176470588235,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,lasso,embeddings_norm,0.07060508299113981,0.04848419049438401,0.32280344707149156,0.21188111134726534,0.1372549019607843,0.13584712216226486,cov2_S
16,5,diverse_medoids,fitness,dist,lasso,embeddings_pca,0.11850584361909781,0.0,0.3072413592006766,0.0,0.2352941176470588,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,linear,embeddings,0.16889984930270516,0.0013348976041525043,0.490731424811304,0.0473722556853176,0.7450980392156863,0.03396178054056618,cov2_S
16,5,diverse_medoids,fitness,dist,linear,embeddings_norm,0.4893749894703021,0.037609021506427316,0.7977110661880706,0.0,0.8823529411764706,0.10188534162169868,cov2_S
16,5,diverse_medoids,fitness,dist,linear,embeddings_pca,0.12652364087415,0.0,0.3072413592006766,0.0,0.2352941176470588,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,neuralnet,embeddings,0.0371827455363421,0.0,0.3045065349354559,0.0,0.1176470588235294,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,neuralnet,embeddings_norm,0.017195271706278867,0.0009578254378295006,0.23259119772144674,0.057001675012148846,0.0980392156862745,0.033961780540566214,cov2_S
16,5,diverse_medoids,fitness,dist,neuralnet,embeddings_pca,0.0160171544763618,0.0,0.1633681705111457,0.0,0.0588235294117647,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,randomforest,embeddings,0.1517571034402758,0.002859289116904409,0.2965410033360889,0.013796705439399013,0.392156862745098,0.033961780540566235,cov2_S
16,5,diverse_medoids,fitness,dist,randomforest,embeddings_norm,0.15672800002478957,0.005750556326644073,0.6068039702230515,0.2570349977981528,0.49019607843137253,0.033961780540566255,cov2_S
16,5,diverse_medoids,fitness,dist,randomforest,embeddings_pca,0.1478985684609278,0.0,0.3045065349354559,0.0,0.2352941176470588,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,ridge,embeddings,0.12293127776059205,0.0031683765406659297,0.3045065349354559,0.0,0.17647058823529407,0.0,cov2_S
16,5,diverse_medoids,fitness,dist,ridge,embeddings_norm,0.4893749894703021,0.037609021506427316,0.7977110661880706,0.0,0.8823529411764706,0.10188534162169868,cov2_S
16,5,diverse_medoids,fitness,dist,ridge,embeddings_pca,0.10487659748454599,0.0,0.3072413592006766,0.0,0.2352941176470588,0.0,cov2_S
16,5,diverse_medoids,fitness,random,elasticnet,embeddings,0.10160277376753407,0.10333192913318445,0.33189590770466326,0.2547501867764214,0.3137254901960784,0.29607193863806863,cov2_S
16,5,diverse_medoids,fitness,random,elasticnet,embeddings_norm,0.11605257887685778,0.14703847268572068,0.4979429250363076,0.3826513479864747,0.23529411764705885,0.3578095606057777,cov2_S
16,5,diverse_medoids,fitness,random,elasticnet,embeddings_pca,0.04764393893367674,0.015054516053121199,0.179502015190513,0.03786022213343132,0.07843137254901959,0.06792356108113244,cov2_S
16,5,diverse_medoids,fitness,random,gradientboosting,embeddings,0.048406057224634,0.03637187670387437,0.3539070708952335,0.3508456927382661,0.0588235294117647,0.0588235294117647,cov2_S
16,5,diverse_medoids,fitness,random,gradientboosting,embeddings_norm,0.04141097193633977,0.0020814931343378865,0.3953276436133344,0.4129789582765178,0.0980392156862745,0.12245094114506662,cov2_S
16,5,diverse_medoids,fitness,random,gradientboosting,embeddings_pca,0.044480746032967235,0.001708883067602203,0.16899728256389382,0.05528874440630971,0.0588235294117647,0.058823529411764705,cov2_S
16,5,diverse_medoids,fitness,random,lasso,embeddings,0.15386752084302,0.20551284850774484,0.29186324647461087,0.19972774960251294,0.3333333333333333,0.4790898714851222,cov2_S
16,5,diverse_medoids,fitness,random,lasso,embeddings_norm,0.15104286297081718,0.2299574626740859,0.3889944553548655,0.3661831782761997,0.35294117647058815,0.5128116404165498,cov2_S
16,5,diverse_medoids,fitness,random,lasso,embeddings_pca,0.02165336903014507,0.007470240263811726,0.3509998505549432,0.18662816671216365,0.0980392156862745,0.08985442539129097,cov2_S
16,5,diverse_medoids,fitness,random,linear,embeddings,0.31056169630559344,0.20376574617120893,0.4824931806416191,0.294746098728711,0.6470588235294117,0.3275155507547072,cov2_S
16,5,diverse_medoids,fitness,random,linear,embeddings_norm,0.49508469508937086,0.09690764726119513,0.8058658170962855,0.014124442896096524,0.823529411764706,0.05882352941176472,cov2_S
16,5,diverse_medoids,fitness,random,linear,embeddings_pca,0.12184701735517227,0.10950612723408468,0.5008369631521983,0.305861350993799,0.35294117647058826,0.269563276173873,cov2_S
16,5,diverse_medoids,fitness,random,neuralnet,embeddings,0.0302900519003383,0.002349403547693145,0.129590830650327,0.0,0.0,0.0,cov2_S
