num_mutants_per_round,round_num,median_fitness_scaled_mean,median_fitness_scaled_std,top_fitness_scaled_mean,top_fitness_scaled_std,fitness_binary_percentage_mean,fitness_binary_percentage_std,dataset,label
16,1,0.09227741505140323,0.07782396080282518,0.37262856717036935,0.17626057204222714,0.2941176470588235,0.16169041669088866,cov2_S,esm2 3B
16,2,0.20459918147990494,0.1106289907718517,0.4322941783617679,0.18628579181693916,0.5352941176470588,0.24245635207293537,cov2_S,esm2 3B
16,3,0.27020755086774256,0.12070103144250811,0.5306599747209156,0.18264539159747037,0.7117647058823529,0.1969588079034931,cov2_S,esm2 3B
16,4,0.3084145478248799,0.12964740064547306,0.5983121663284059,0.174261294993997,0.8470588235294118,0.20414768760502539,cov2_S,esm2 3B
16,5,0.3512307322109202,0.10997597781756172,0.6894375450117598,0.18495042367642844,0.9647058823529411,0.06323339410430236,cov2_S,esm2 3B
16,6,0.3829140475830387,0.10008792654945725,0.7419001518221309,0.21648076874524205,0.9529411764705882,0.11022328880435447,cov2_S,esm2 3B
16,7,0.40826536231604127,0.08893459251685143,0.7475745961407341,0.21002550287833655,0.9941176470588236,0.018601633295108156,cov2_S,esm2 3B
16,8,0.42803806028178953,0.08213659924124801,0.771814854642412,0.2034902906656665,1.0,0.0,cov2_S,esm2 3B
16,9,0.4458585408972124,0.08462278859681437,0.8300827074278152,0.20437333251902948,1.0,0.0,cov2_S,esm2 3B
16,10,0.46907066393635277,0.10086961315120714,0.8300827074278152,0.20437333251902948,1.0,0.0,cov2_S,esm2 3B
16,1,0.6415398525117455,0.0298882267493015,0.8610107711905652,0.08884493894192184,0.4235294117647059,0.12947116877818965,cas12f,esm2 3B
16,2,0.6739091855689112,0.024436819785470253,0.8898520223158352,0.07615887759927896,0.5705882352941176,0.1387869676014619,cas12f,esm2 3B
16,3,0.7053054064635208,0.023459160802841376,0.8971253913234631,0.06719148308384411,0.8,0.12767702428313493,cas12f,esm2 3B
16,4,0.7319295652022988,0.03789741764719048,0.9074386560398766,0.07421586849432017,0.9294117647058823,0.07231015260621874,cas12f,esm2 3B
16,5,0.7433338633890535,0.04140894131291423,0.9074386560398766,0.07421586849432017,0.9705882352941175,0.049990387388164574,cas12f,esm2 3B
16,6,0.7566131894698542,0.040872649344828905,0.9268460246029777,0.06928008649824258,0.9882352941176471,0.024802177726810884,cas12f,esm2 3B
