Feature,Importance
Feature 2955,93239.84290763194
Feature 763,93204.16604062612
Feature 4187,93110.28780057501
Feature 3544,93020.02085252639
Feature 5116,92826.32315367313
Feature 3303,92779.66330906728
Feature 2510,92761.52063251725
Feature 3325,92690.94951393125
Feature 1966,92641.64424016753
Feature 72,92554.54380871535
Feature 2232,92485.44721897892
Feature 4602,92478.03875957054
Feature 1884,92477.49294080914
Feature 4501,92462.72297868555
Feature 4462,92321.07052174144
Feature 3022,92265.41247084452
Feature 4916,92220.0848287422
Feature 256,92207.74673655946
Feature 4518,92144.51174223292
Feature 4534,92104.04036091003
Feature 3687,92048.47097756085
Feature 1083,92021.05931922137
Feature 3854,91792.95930841421
Feature 2307,91683.57902829858
Feature 2540,91585.04589173137
Feature 3883,91548.78039353
Feature 1713,91363.57390430811
Feature 4372,91206.080713173
Feature 432,91187.86525589312
Feature 3856,91128.98984044013
Feature 4848,91047.62085974336
Feature 1201,91034.10738423126
Feature 2635,90915.05295773249
Feature 5087,90908.20812428187
Feature 4051,90844.79077945469
Feature 696,90589.82671907604
Feature 4718,90536.95119640356
Feature 4362,90467.24291595095
Feature 1052,90446.63136349793
Feature 3369,90234.27430743651
Feature 907,90200.04455896493
Feature 1485,90144.34914070266
Feature 3825,90045.93541257766
Feature 952,90035.8266422367
Feature 3731,89897.07676984427
Feature 1227,89781.9052629225
Feature 4207,89694.98594289494
Feature 1689,89632.01405254376
Feature 2276,89472.92486218968
Feature 1952,89457.43423221644
Feature 3235,89456.84646731145
Feature 2238,89448.37346328345
Feature 1505,89392.55232281315
Feature 4963,89186.16806789988
Feature 3371,89151.14169151138
Feature 1643,89124.90624562395
Feature 4632,89038.97137116005
Feature 3871,88867.45150921721
Feature 1414,88830.59490951183
Feature 2099,88560.64524059239
Feature 3138,88430.66132317828
Feature 1905,88373.65916295799
Feature 561,88264.16929588109
Feature 3739,88085.57575641127
Feature 5086,87963.23706627653
Feature 2789,87878.95486521392
Feature 96,87874.73329505138
Feature 2058,87842.79439230682
Feature 242,87670.22216469701
Feature 3566,87651.10872789295
Feature 4571,87536.36796717075
Feature 865,87498.55317367348
Feature 65,87401.45504109414
Feature 2059,87391.26906843034
Feature 1766,87326.816074737
Feature 3743,87292.7432150224
Feature 1509,87274.53434019187
Feature 2136,87187.59649917546
Feature 37,87017.70344768434
Feature 3120,86951.50443441319
Feature 3698,86941.01488467865
Feature 709,86895.89212323338
Feature 3299,86873.0236415839
Feature 4627,86847.01028780945
Feature 4211,86671.544884972
Feature 4235,86600.19555252258
Feature 705,86573.44978040576
Feature 3373,86488.430690896
Feature 986,86458.91168471036
Feature 703,86356.84410295029
Feature 3579,86173.98363165378
Feature 4274,86042.00295262349
Feature 2475,86001.97978675828
Feature 229,85905.97069450526
Feature 2811,85827.85072210994
Feature 124,85754.66634384467
Feature 1962,85739.06278304615
Feature 3979,85588.12939401728
Feature 359,85484.79669914178
Feature 90,85463.25168377139
Feature 4527,85290.27848544248
Feature 3327,85215.70443221931
Feature 717,85167.54900992702
Feature 3125,85083.67230697112
Feature 1003,85077.09012846113
Feature 399,85068.06454331453
Feature 4250,85000.93489297078
Feature 3148,84992.6558444218
Feature 4262,84975.63087797546
Feature 1911,84964.52482468684
Feature 3226,84915.76578919275
Feature 5008,84876.46310886208
Feature 4680,84858.79538169442
Feature 651,84736.23456879548
Feature 4090,84642.95411460151
Feature 3381,84583.23748613974
Feature 341,84489.82592562088
Feature 3400,84394.25658183137
Feature 4723,84340.50032065448
Feature 2346,84286.31871366451
Feature 1632,84278.28419827003
Feature 1895,84233.4941820535
Feature 2108,84150.79157467862
Feature 4079,84104.57472952385
Feature 3764,84104.28005612733
Feature 1773,84035.56968532686
Feature 1088,83996.475555449
Feature 1657,83963.4680537106
Feature 4329,83773.03505616258
Feature 1152,83735.65290149576
Feature 3842,83657.66934018894
Feature 2745,83576.68433525445
Feature 3187,83547.8803860045
Feature 3948,83522.39001329316
Feature 3757,83484.26825870882
Feature 4593,83477.05152814201
Feature 3115,83458.54451997131
Feature 3296,83326.42957530994
Feature 4076,83287.75486239181
Feature 1847,83273.41820738066
Feature 734,83063.31056813586
Feature 499,83029.63217494369
Feature 4065,82953.31023406184
Feature 676,82948.81543033692
Feature 1793,82887.78649997625
Feature 2387,82830.82635424325
Feature 4685,82762.77293540639
Feature 480,82730.25173801844
Feature 2747,82712.27396586661
Feature 3051,82667.7423781672
Feature 1470,82587.38323717119
Feature 4572,82576.76827380357
Feature 2364,82520.15203411596
Feature 774,82518.38976624902
Feature 2701,82465.95913735809
Feature 4754,82449.37911579161
Feature 3699,82439.99149645245
Feature 942,82427.05015733915
Feature 5109,82412.57811604101
Feature 1549,82370.73831197318
Feature 4621,82321.63550872434
Feature 232,82293.62073343406
Feature 4535,82185.43705555593
Feature 1015,82160.57128866343
Feature 3531,82063.55058016678
Feature 1782,82053.93021312697
Feature 1427,82047.88421163755
Feature 3770,81943.23026553135
Feature 154,81778.65335063444
Feature 4006,81598.64781060188
Feature 2122,81516.8587990759
Feature 2942,81484.5664465414
Feature 4060,81320.11727791149
Feature 4847,81214.58584933545
Feature 4305,81109.86128798568
Feature 1332,81096.83634632088
Feature 2587,81092.7633735904
Feature 4134,81023.17568087284
Feature 803,80973.72944126264
Feature 2858,80860.37814562026
Feature 4088,80797.40047284188
Feature 3756,80668.52601308172
Feature 4191,80512.92797130773
Feature 226,80508.07514628542
Feature 3384,80485.27124884701
Feature 1846,80205.37986635204
Feature 1260,80179.43327670134
Feature 617,80119.28400318058
Feature 3755,80105.58223477681
Feature 2190,80053.37840674595
Feature 469,79943.92632440725
Feature 3627,79900.11517398454
Feature 4331,79891.32809971129
Feature 2309,79854.3407930118
Feature 788,79832.24179213762
Feature 2381,79700.09414147644
Feature 4140,79651.80726648014
Feature 3339,79600.63287989298
Feature 2293,79556.72292581669
Feature 4828,79536.77109511124
Feature 1416,79442.58289978246
Feature 3986,79357.0444153273
Feature 2924,79351.73586827087
Feature 2183,79339.2453623634
Feature 3119,79321.90464671531
Feature 997,79139.53813434532
