num_iterations,measured_var,learning_strategy,num_mutants_per_round,embedding_type,regression_type,first_median_fitness_scaled,first_fitness_binary_percentage,last_median_fitness_scaled,last_fitness_binary_percentage,change_median_fitness_scaled,change_fitness_binary_percentage
3,fitness,random,8,embeddings,ridge,0.31870597535202444,0.07407407407407407,0.3717152790031839,0.07407407407407407,0.05300930365115947,0.0
3,fitness,random,8,embeddings,lasso,0.31886157054916847,0.0,0.30499493608377326,0.037037037037037035,-0.013866634465395211,0.037037037037037035
3,fitness,random,8,embeddings,elasticnet,0.28462370276039667,0.037037037037037035,0.305187481211443,0.037037037037037035,0.020563778451046344,0.0
3,fitness,random,8,embeddings,linear,0.32269162570047366,0.07407407407407407,0.3270856342789011,0.07407407407407407,0.004394008578427422,0.0
3,fitness,random,8,embeddings,neuralnet,0.3098829315515655,0.0,0.3098829315515655,0.0,0.0,0.0
3,fitness,random,8,embeddings,randomforest,0.37392615347804087,0.0,0.3884335888435821,0.0,0.014507435365541221,0.0
3,fitness,random,8,embeddings,gradientboosting,0.32009824773958506,0.0,0.37054980422350586,0.07407407407407407,0.0504515564839208,0.07407407407407407
3,fitness,random,8,embeddings_norm,ridge,0.33167053997910534,0.07407407407407407,0.31447172590542527,0.07407407407407407,-0.01719881407368007,0.0
3,fitness,random,8,embeddings_norm,lasso,0.30129999515875944,0.037037037037037035,0.30628465029155466,0.0,0.004984655132795224,-0.037037037037037035
3,fitness,random,8,embeddings_norm,elasticnet,0.27797778285516306,0.037037037037037035,0.30628465029155466,0.037037037037037035,0.028306867436391603,0.0
3,fitness,random,8,embeddings_norm,linear,0.33167053997910534,0.07407407407407407,0.32679611876546905,0.07407407407407407,-0.004874421213636293,0.0
3,fitness,random,8,embeddings_norm,neuralnet,0.34754736552487825,0.037037037037037035,0.3658484543755156,0.07407407407407407,0.01830108885063736,0.037037037037037035
3,fitness,random,8,embeddings_norm,randomforest,0.37392615347804087,0.0,0.3884335888435821,0.0,0.014507435365541221,0.0
3,fitness,random,8,embeddings_norm,gradientboosting,0.32009824773958506,0.0,0.37054980422350586,0.07407407407407407,0.0504515564839208,0.07407407407407407
3,fitness,random,8,embeddings_pca,ridge,0.30568672860307045,0.07407407407407407,0.3292440724982451,0.037037037037037035,0.023557343895174665,-0.037037037037037035
3,fitness,random,8,embeddings_pca,lasso,0.2945732877587097,0.037037037037037035,0.3082570364092234,0.07407407407407407,0.013683748650513694,0.037037037037037035
3,fitness,random,8,embeddings_pca,elasticnet,0.2945732877587097,0.0,0.31819739403107,0.037037037037037035,0.02362410627236028,0.037037037037037035
3,fitness,random,8,embeddings_pca,linear,0.3035739826921628,0.0,0.3070113993733621,0.0,0.00343741668119929,0.0
3,fitness,random,8,embeddings_pca,neuralnet,0.3426204712724042,0.07407407407407407,0.32316270423110405,0.037037037037037035,-0.019457767041300145,-0.037037037037037035
3,fitness,random,8,embeddings_pca,randomforest,0.3347812423788094,0.0,0.40368939146821753,0.1111111111111111,0.06890814908940812,0.1111111111111111
3,fitness,random,8,embeddings_pca,gradientboosting,0.32551747513117907,0.037037037037037035,0.3086878273655948,0.0,-0.016829647765584266,-0.037037037037037035
3,fitness,random,10,embeddings,ridge,0.40506246177239297,0.15151515151515152,0.33263424507814215,0.0909090909090909,-0.07242821669425081,-0.06060606060606062
3,fitness,random,10,embeddings,lasso,0.30754579259902837,0.030303030303030304,0.3001025556308447,0.030303030303030304,-0.007443236968183664,0.0
3,fitness,random,10,embeddings,elasticnet,0.28760667086827224,0.030303030303030304,0.31570800430151,0.0909090909090909,0.028101333433237785,0.060606060606060594
3,fitness,random,10,embeddings,linear,0.40137748379298066,0.21212121212121213,0.4310676188487086,0.21212121212121213,0.02969013505572793,0.0
3,fitness,random,10,embeddings,neuralnet,0.40597524083525255,0.21212121212121213,0.3098829315515655,0.06060606060606061,-0.09609230928368706,-0.15151515151515152
3,fitness,random,10,embeddings,randomforest,0.34891064823222945,0.12121212121212122,0.46094188817145637,0.21212121212121213,0.11203123993922692,0.09090909090909091
3,fitness,random,10,embeddings,gradientboosting,0.2945508191252488,0.030303030303030304,0.32021892724674333,0.030303030303030304,0.02566810812149456,0.0
3,fitness,random,10,embeddings_norm,ridge,0.4060420646088507,0.21212121212121213,0.4264030380328386,0.1818181818181818,0.020360973423987905,-0.03030303030303033
3,fitness,random,10,embeddings_norm,lasso,0.28760667086827224,0.030303030303030304,0.3060537003545259,0.0,0.018447029486253652,-0.030303030303030304
3,fitness,random,10,embeddings_norm,elasticnet,0.3079830939507568,0.030303030303030304,0.3060537003545259,0.0,-0.0019293935962308995,-0.030303030303030304
3,fitness,random,10,embeddings_norm,linear,0.4060420646088507,0.21212121212121213,0.4264030380328386,0.1818181818181818,0.020360973423987905,-0.03030303030303033
3,fitness,random,10,embeddings_norm,neuralnet,0.5066544263655306,0.21212121212121213,0.5178028272969022,0.30303030303030304,0.011148400931371594,0.09090909090909091
3,fitness,random,10,embeddings_norm,randomforest,0.34891064823222945,0.12121212121212122,0.46094188817145637,0.21212121212121213,0.11203123993922692,0.09090909090909091
3,fitness,random,10,embeddings_norm,gradientboosting,0.2945508191252488,0.030303030303030304,0.32021892724674333,0.030303030303030304,0.02566810812149456,0.0
3,fitness,random,10,embeddings_pca,ridge,0.32913024528248286,0.0909090909090909,0.30640190692437463,0.0909090909090909,-0.022728338358108224,0.0
3,fitness,random,10,embeddings_pca,lasso,0.3180414532381349,0.0909090909090909,0.3252639322490188,0.030303030303030304,0.007222479010883909,-0.060606060606060594
